上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:105/10/07
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"3563","牧德","61.50","- 0.60 ","62.00","62.10","61.00","160,000","9,838,100","117","61.50","61.60","42,608,234","67.60","55.40"
"3564","其陽","53.70","- 0.10 ","53.80","54.00","53.70","61,000","3,283,400","38","53.60","54.00","20,475,000","59.00","48.35"
"3567","逸昌","20.80","+ 0.05 ","20.80","21.00","20.70","199,000","4,144,100","93","20.75","20.90","35,581,000","22.85","18.75"
"3570","大塚","49.65","- 0.20 ","49.90","49.90","49.65","10,000","498,250","9","49.60","49.95","17,097,000","54.60","44.70"
"3577","泓格","37.10","+ 0.10 ","37.00","37.40","37.00","29,000","1,076,800","28","37.00","37.30","43,689,403","40.80","33.40"
"3580","友威科","21.10","+ 1.90 ","19.20","21.10","19.20","1,239,000","25,536,950","290","21.10","0.00","56,726,657","23.20","19.00"
"3581","博磊","17.00","+ 0.05 ","16.80","17.00","16.80","32,000","541,050","17","16.90","17.00","51,776,000","18.70","15.30"
"3587","閎康","83.20","+ 0.20 ","82.50","83.50","82.50","69,000","5,740,100","52","83.20","83.40","46,313,157","91.50","74.90"
"3594","磐儀","26.95","- 1.05 ","28.35","28.35","26.95","148,000","4,059,650","100","26.95","27.80","57,780,700","29.60","24.30"
"3609","東林","15.90","- 0.10 ","15.60","15.90","15.60","6,000","94,350","4","15.45","15.90","30,339,387","17.45","14.35"
"3611","鼎翰","232.00","- 3.00 ","236.00","236.00","232.00","76,000","17,805,500","69","232.00","233.50","38,555,400","255.00","209.00"
"3615","安可","20.20","- 0.05 ","20.30","20.50","20.20","293,000","5,949,400","158","20.20","20.25","70,584,512","22.20","18.20"
"3623","富晶通","54.70","+ 1.20 ","53.30","56.00","53.30","271,000","14,787,500","220","54.70","55.00","36,232,250","60.10","49.25"
"3624","光頡","23.25","+ 0.20 ","23.15","23.40","23.15","154,000","3,585,150","88","23.25","23.30","117,340,842","25.55","20.95"
"3625","西勝","18.00","+ 0.70 ","17.15","18.50","17.15","3,670,000","66,031,550","1,530","18.00","18.05","56,078,000","19.80","16.20"
"3628","盈正","43.60","- 0.40 ","43.80","44.00","43.60","31,000","1,355,500","25","43.60","44.00","45,000,000","47.95","39.25"
"3629","群富通"," ----","--- ","----","----","----","0","0","0","29.80","30.80","17,148,000","33.85","27.75"
"3630","新鉅科","20.55","+ 0.30 ","20.40","21.05","20.25","1,857,000","38,509,600","898","20.50","20.55","101,644,960","22.60","18.50"
"3631","晟楠","23.55","- 0.65 ","24.00","24.05","23.50","56,000","1,324,700","41","23.55","23.80","79,920,909","25.90","21.20"
"3632","研勤","20.35","+ 0.05 ","20.30","20.35","20.20","23,000","466,350","19","20.20","20.40","30,807,738","22.35","18.35"
"3642","駿熠電","26.05","0.00 ","26.15","26.15","25.95","98,000","2,551,350","34","26.00","26.15","30,368,642","28.65","23.45"
"3646","艾恩特","16.70","- 0.15 ","17.00","17.00","16.70","104,000","1,748,550","48","16.70","16.80","38,584,371","18.35","15.05"
"3652","精聯","22.05","- 0.15 ","21.80","22.20","21.80","19,000","419,050","10","22.05","22.15","46,836,000","24.25","19.85"
"3658","漢微科","1380.00","+ 5.00 ","1375.00","1385.00","1375.00","27,000","37,260,000","21","1375.00","1380.00","71,000,000","1515.00","1245.00"
"3662","樂陞","21.60","- 2.35 ","21.60","21.60","21.60","863,000","18,640,800","254","0.00","21.60","183,543,671","23.75","19.45"
"3663","鑫科","20.00","+ 0.05 ","19.80","20.35","19.80","138,000","2,765,500","62","19.85","20.00","73,498,057","22.00","18.00"
"3664","安瑞-KY","16.55","0.00 ","16.55","16.65","16.50","37,000","612,750","28","16.50","16.55","74,712,872","18.20","14.90"
"3666","光耀","29.65","- 0.65 ","30.30","30.55","29.65","387,000","11,594,000","254","29.60","29.70","48,299,600","32.60","26.70"
"3672","康聯訊","33.00","- 0.30 ","33.75","33.75","33.00","80,000","2,662,050","52","33.20","33.30","31,171,691","36.30","29.70"
"3675","德微","29.45","- 0.85 ","29.85","30.10","29.45","316,000","9,366,800","195","29.45","29.55","44,428,250","32.35","26.55"
"3680","家登","31.00","- 0.50 ","31.50","31.95","30.80","97,000","3,038,250","61","31.00","31.35","65,960,582","34.10","27.90"
"3684","榮昌"," ----","--- ","----","----","----","0","0","0","40.50","41.00","24,637,636","45.10","36.90"
"3685","元創精密","57.00","- 0.50 ","57.50","57.50","57.00","11,000","629,100","11","57.00","57.20","80,000,000","62.70","51.30"
"3687","歐買尬","50.50","+ 0.75 ","50.20","52.50","49.95","472,000","24,201,850","346","50.40","50.50","30,059,572","55.50","45.45"
"3689","湧德","28.30","- 0.55 ","29.50","29.50","28.15","519,000","14,826,900","305","28.30","28.40","69,675,807","31.10","25.50"
"3691","碩禾","399.50","- 2.50 ","403.00","405.00","397.50","756,000","302,429,000","658","399.00","399.50","60,989,036","439.00","360.00"
"3693","營邦","70.00","+ 0.50 ","69.70","70.50","69.10","56,000","3,902,700","38","69.90","70.40","38,535,694","77.00","63.00"
"3707","漢磊","10.50","- 0.15 ","10.60","10.65","10.50","312,000","3,290,100","117","10.50","10.55","168,670,154","11.55","9.45"
"4102","永日","18.70","- 0.20 ","18.90","18.90","18.65","24,000","449,100","13","18.65","18.80","42,373,443","20.55","16.85"
"4103","百略","73.00","0.00 ","73.10","73.20","72.20","24,000","1,750,400","19","72.80","73.00","109,996,975","80.30","65.70"
"4105","東洋","133.50","- 1.50 ","133.50","134.00","132.50","1,188,000","158,433,000","719","133.50","134.00","248,649,959","146.50","120.50"
"4107","邦特","158.00","+ 0.50 ","157.50","158.50","156.00","280,000","44,279,500","202","158.00","158.50","69,298,336","173.50","142.50"
"4109","穆拉德","20.35","+ 0.05 ","20.30","20.40","20.30","378,000","7,677,200","89","20.35","20.40","78,753,491","22.35","18.35"
"4111","濟生","23.30","- 0.10 ","23.35","23.40","23.30","23,000","537,100","19","23.25","23.30","56,982,985","25.60","21.00"
"4113","聯上","9.64","+ 0.04 ","9.60","9.65","9.55","128,000","1,229,590","34","9.64","9.65","205,764,581","10.60","8.68"
"4114","健喬","31.50","- 0.20 ","31.60","31.70","31.50","168,000","5,297,800","106","31.50","31.55","166,444,958","34.65","28.35"
"4116","明基醫","45.15","- 0.35 ","45.50","45.60","45.15","58,000","2,629,200","40","45.15","45.50","44,246,000","49.65","40.65"
"4120","友華","60.50","+ 0.20 ","60.10","61.40","60.10","114,000","6,911,900","95","60.50","60.70","86,747,119","66.50","54.50"
"4121","優盛","12.70","- 0.05 ","12.80","12.85","12.65","77,000","984,000","45","12.65","12.75","73,316,764","13.95","11.45"
"4123","晟德","68.20","- 0.80 ","69.20","69.20","67.60","560,000","38,228,600","362","68.20","68.40","291,327,298","75.00","61.40"
"4126","太醫","97.60","0.00 ","97.10","97.90","97.10","111,000","10,822,600","94","97.50","97.60","66,015,216","107.00","87.90"
"4127","天良","17.85","- 0.20 ","18.00","18.05","17.80","113,000","2,016,600","56","17.85","17.90","45,760,000","19.60","16.10"
"4128","中天","23.70","- 0.20 ","23.95","23.95","23.65","226,000","5,366,850","129","23.70","23.75","425,342,650","26.05","21.35"
"4129","聯合","73.00","- 0.50 ","73.50","73.70","72.70","607,000","44,360,200","402","73.00","73.40","71,746,847","80.30","65.70"
"4130","健亞","43.10","- 0.55 ","43.65","43.80","43.00","442,000","19,082,850","309","43.10","43.20","100,806,000","47.40","38.80"
"4131","晶宇","6.90","+ 0.19 ","6.55","6.90","6.55","7,000","46,900","3","6.55","6.93","38,291,934","7.59","6.21"
"4138","曜亞","56.80","- 0.10 ","57.00","57.10","56.60","40,000","2,275,800","27","56.80","57.10","30,000,000","62.40","51.20"
"4139","馬光-KY","41.00","+ 0.50 ","40.00","41.10","40.00","14,000","570,800","14","40.60","41.25","38,147,670","45.10","36.90"
"4147","中裕","212.00","- 2.50 ","215.00","215.00","211.00","670,000","142,379,500","548","211.50","212.00","248,904,750","233.00","191.00"
"4152","台微體","133.50","- 4.00 ","136.00","137.00","133.50","24,000","3,263,500","23","133.50","136.00","55,737,243","146.50","120.50"
"4153","鈺緯","43.85","+ 0.30 ","44.40","44.40","43.60","140,000","6,151,600","91","43.65","43.90","44,393,402","48.20","39.50"
"4154","康樂-KY","20.30","- 0.10 ","20.10","20.70","20.10","27,000","548,250","22","20.25","20.35","19,526,000","22.30","18.30"
"4157","太景*-KY","30.00","- 0.95 ","30.50","30.50","29.85","1,991,000","60,129,150","1,028","30.00","30.10","716,760,425","33.00","27.00"
"4160","創源","30.10","0.00 ","30.05","30.10","30.00","91,000","2,731,050","49","30.00","30.10","24,247,016","33.10","27.10"
"4161","聿新科","59.40","- 0.20 ","60.00","60.40","59.20","98,000","5,849,200","74","59.30","59.80","51,629,329","65.30","53.50"
"4162","智擎","252.00","0.00 ","252.50","254.00","248.00","1,486,000","372,849,000","1,029","252.00","252.50","122,459,200","277.00","227.00"
"4163","鐿鈦","157.00","- 3.00 ","160.50","160.50","155.50","377,000","59,189,500","316","157.00","157.50","40,238,000","172.50","141.50"
"4167","展旺","27.45","- 0.20 ","27.60","27.75","27.40","750,000","20,618,750","371","27.40","27.45","245,996,250","30.15","24.75"
"4168","醣聯","37.60","- 0.20 ","38.00","38.25","37.55","80,000","3,021,300","56","37.50","37.65","76,993,456","41.35","33.85"
"4171","瑞基","25.85","+ 0.35 ","25.50","25.90","25.40","22,000","568,300","7","25.40","25.90","34,340,000","28.40","23.30"
"4173","久裕","20.05","- 0.05 ","20.20","20.20","20.00","57,000","1,144,150","33","20.00","20.10","44,574,355","22.05","18.05"
"4174","浩鼎","373.50","- 3.50 ","380.00","380.00","372.00","311,000","116,474,500","276","373.50","374.50","171,464,552","410.50","336.50"
"4175","杏一","83.20","- 0.40 ","83.50","83.50","83.20","4,000","333,200","4","83.20","83.90","25,240,000","91.50","74.90"
"4180","安成藥","114.00","- 1.50 ","116.00","116.00","113.50","116,000","13,214,000","100","114.00","114.50","127,324,795","125.00","103.00"
"4188","安克","31.25","+ 0.25 ","31.20","31.25","30.70","33,000","1,020,650","33","30.85","31.30","52,670,000","34.35","28.15"
"4192","杏國","29.65","+ 0.35 ","29.00","29.65","29.00","59,000","1,722,750","46","29.00","29.65","69,867,000","32.60","26.70"
"4198","環瑞醫","17.80","+ 0.10 ","17.70","17.95","17.70","69,000","1,227,650","48","17.75","17.80","141,800,000","19.55","16.05"
"4205","中華食","44.30","0.00 ","44.30","44.30","44.00","25,000","1,102,900","22","44.30","44.50","72,704,362","48.70","39.90"
"4207","環泰","12.50","- 0.10 ","12.65","12.65","12.25","589,000","7,340,900","164","12.30","12.50","173,617,169","13.75","11.25"
"4303","信立","14.25","+ 0.25 ","14.30","14.30","14.15","18,000","257,000","8","14.00","14.30","72,821,000","15.65","12.85"
"4304","勝昱","8.88","+ 0.36 ","8.60","8.88","8.60","3,000","26,360","3","8.47","8.80","51,333,500","9.76","8.00"
"4305","世坤","29.15","- 0.35 ","29.30","29.30","29.00","7,000","203,950","4","29.00","29.20","55,014,000","32.05","26.25"
"4401","東隆興","92.20","+ 0.20 ","92.50","92.50","91.10","52,000","4,779,500","46","92.00","92.20","120,286,286","101.00","83.00"
"4402","福大","5.70","0.00 ","5.70","5.70","5.70","70,000","399,000","4","5.70","5.75","45,991,830","6.27","5.13"
"4406","新昕纖","10.35","0.00 ","10.60","10.60","10.35","19,000","200,650","6","10.35","10.55","51,912,000","11.35","9.32"
"4413","飛寶"," ----","--- ","----","----","----","0","0","0","0.00","0.00","19,314,689","16.30","13.40"
"4415","台原藥","10.50","- 0.10 ","11.00","11.00","10.50","23,000","248,400","12","10.00","10.60","83,623,891","11.55","9.45"
"4416","三圓"," ----","--- ","----","----","----","0","0","0","75.10","76.00","60,015,612","82.80","67.80"
"4417","金洲","37.60","- 0.25 ","38.10","38.10","37.20","435,000","16,422,050","211","37.50","37.60","82,334,764","41.35","33.85"
"4419","松懋","4.73","+ 0.43 ","4.73","4.73","4.73","10,000","47,300","2","4.73","0.00","29,578,917","5.20","4.26"
"4420","光明","29.10","- 0.20 ","29.25","29.50","29.10","47,000","1,371,950","25","29.10","29.20","40,455,000","32.00","26.20"
"4429","聚紡","22.70","+ 0.10 ","22.70","22.70","22.70","11,000","249,700","4","22.70","22.80","34,350,000","24.95","20.45"
"4430","耀億","25.15","0.00 ","25.10","25.15","25.10","6,000","150,650","4","25.10","25.15","56,273,609","27.65","22.65"
"4432","銘旺實","59.70","0.00 ","59.90","59.90","59.40","39,000","2,323,200","32","59.60","59.80","50,589,000","65.60","53.80"
"4433","興采","29.70","+ 0.05 ","29.65","29.70","29.65","10,000","296,600","6","29.65","29.95","30,849,432","32.65","26.75"
"4502","健信","48.85","+ 0.15 ","49.85","49.90","48.50","114,000","5,608,050","80","48.20","48.95","42,395,848","53.70","44.00"
"4503","金雨","23.60","- 0.20 ","23.60","23.80","23.50","49,000","1,154,950","36","23.50","23.60","30,763,326","25.95","21.25"
"4506","崇友","35.55","- 0.65 ","36.20","36.35","35.55","132,000","4,747,050","90","35.55","35.90","196,680,000","39.10","32.00"
"4510","高鋒","17.80","- 0.60 ","18.30","18.30","17.80","417,000","7,496,350","150","17.80","18.00","108,010,689","19.55","16.05"
"4513","福裕","9.69","- 0.11 ","9.67","9.90","9.67","33,000","323,990","16","9.69","9.84","76,880,300","10.65","8.73"
"4523","永彰","19.65","0.00 ","19.75","19.75","19.65","36,000","709,050","24","19.65","19.70","64,000,000","21.60","17.70"
"4527","方土霖","27.00","- 0.20 ","27.20","27.30","26.90","52,000","1,406,550","35","26.85","27.00","76,152,370","29.70","24.30"
"4528","江興鍛","46.40","- 0.25 ","46.40","46.70","46.10","147,000","6,816,950","115","46.20","46.40","76,514,268","51.00","41.80"
"4529","昶洧","33.05","- 0.95 ","34.10","34.25","33.05","506,000","16,851,750","356","33.05","33.10","80,768,046","36.35","29.75"
"4530","宏易","3.51","- 0.06 ","3.59","3.66","3.51","33,000","118,390","8","3.50","3.65","46,172,276","3.86","3.16"
"4533","協易機","14.25","- 0.25 ","14.60","14.65","14.20","710,000","10,169,850","256","14.25","14.30","160,434,110","15.65","12.85"
"4534","慶騰","30.60","- 0.40 ","30.95","30.95","30.30","1,316,000","40,264,000","672","30.60","30.65","81,417,588","33.65","27.55"
"4535","至興","46.10","+ 0.10 ","46.00","46.10","45.50","128,000","5,867,000","73","46.00","46.05","75,661,740","50.70","41.50"
"4541","晟田","29.70","- 0.25 ","29.70","29.90","29.60","40,000","1,188,300","23","29.70","29.90","54,143,426","32.65","26.75"
"4542","科嶠","16.20","- 0.10 ","16.20","16.20","16.20","2,000","32,400","1","16.15","16.30","28,285,400","17.80","14.60"
"4543","萬在","22.80","- 0.15 ","22.90","22.90","22.75","32,000","730,850","14","22.80","22.95","56,660,000","25.05","20.55"
"4549","桓達","82.20","+ 0.70 ","81.00","83.50","81.00","170,000","13,985,400","142","82.10","82.20","38,465,928","90.40","74.00"
"4550","長佳","22.40","- 0.20 ","22.60","22.60","22.40","58,000","1,305,450","32","22.40","22.55","32,997,369","24.60","20.20"
"4554","橙的","66.60","- 4.40 ","70.80","70.80","66.00","256,000","17,358,200","211","66.50","67.00","21,196,900","73.20","60.00"
"4556","旭然","33.00","- 0.20 ","33.20","33.20","33.00","57,000","1,881,450","19","32.90","33.20","35,210,000","36.30","29.70"
"4609","唐鋒","10.70","- 0.50 ","10.75","10.90","10.35","465,000","4,949,000","200","10.65","10.70","47,946,820","11.75","9.63"
"4702","中美實","8.24","- 0.06 ","8.23","8.35","8.23","44,000","362,590","20","8.23","8.35","225,000,000","9.06","7.42"
"4706","大恭","22.75","+ 0.20 ","22.55","23.35","22.55","361,000","8,285,050","189","22.75","22.80","79,030,093","25.00","20.50"
"4707","磐亞","8.52","+ 0.05 ","8.42","8.52","8.42","86,000","729,170","33","8.51","8.52","225,608,966","9.37","7.67"
"4711","永純","22.80","- 0.35 ","23.15","23.40","22.55","358,000","8,200,050","225","22.80","23.00","61,056,000","25.05","20.55"
"4712","南璋","7.75","+ 0.05 ","7.77","7.77","7.70","107,000","828,180","99","7.67","7.75","96,280,605","8.52","6.98"
"4714","永捷","9.69","- 0.06 ","9.83","9.87","9.69","107,000","1,046,450","30","9.69","9.79","65,523,246","10.65","8.73"
"4716","大立","12.50","- 0.10 ","12.50","12.60","12.30","116,000","1,438,450","56","12.45","12.50","74,397,877","13.75","11.25"
"4721","美琪瑪","33.00","- 0.20 ","33.35","33.35","32.90","244,000","8,062,300","154","32.90","33.00","74,986,304","36.30","29.70"
"4726","永昕","41.05","- 0.05 ","41.10","41.45","41.00","34,000","1,399,300","26","41.05","41.15","111,995,500","45.15","36.95"
"4728","雙美","45.00","- 0.80 ","46.30","46.30","44.60","125,000","5,643,750","86","45.00","45.30","54,463,000","49.50","40.50"
"4729","熒茂","15.05","+ 0.10 ","14.90","15.05","14.90","94,000","1,409,250","38","15.00","15.05","101,902,000","16.55","13.55"
"4735","豪展","33.55","+ 0.50 ","33.15","34.00","32.90","583,000","19,556,500","319","33.55","33.60","34,111,375","36.90","30.20"
"4736","泰博","119.50","- 2.50 ","122.00","122.50","119.50","624,000","74,854,500","450","119.50","120.00","74,597,842","131.00","108.00"
"4739","康普","44.80","- 0.15 ","44.85","45.55","44.80","466,000","21,024,650","313","44.80","44.95","75,714,421","49.25","40.35"
"4743","合一","36.70","- 0.50 ","37.10","37.50","36.60","361,000","13,309,600","243","36.70","36.75","194,992,229","40.35","33.05"
"4745","合富-KY","59.80","- 1.00 ","60.80","60.80","59.50","344,000","20,660,700","277","59.70","60.00","57,668,085","65.70","53.90"
"4747","強生","39.00","- 0.40 ","39.30","39.30","38.90","15,000","584,800","14","39.00","39.10","30,018,750","42.90","35.10"
"4754","國碳科","66.00","+ 6.00 ","60.50","66.00","58.10","1,249,000","80,298,300","724","66.00","0.00","15,634,340","72.60","59.40"
"4762","三汰-KY","69.90","+ 0.40 ","69.50","69.90","69.00","5,000","347,300","4","69.00","69.80","18,700,000","76.80","63.00"
"4803","VHQ-KY","211.00","- 5.00 ","217.00","217.00","209.00","285,000","60,388,500","248","210.00","211.00","32,277,001","232.00","190.00"
"4804","大略-KY","115.00","0.00 ","115.00","117.50","114.00","475,000","54,899,500","355","114.50","115.00","36,031,920","126.50","103.50"
"4806","昇華","78.90","+ 1.90 ","77.00","78.90","76.00","79,000","6,121,300","58","76.10","78.90","25,500,000","86.70","71.10"
"4903","聯光通","36.40","+ 0.05 ","36.40","36.60","35.80","855,000","31,017,200","405","36.40","36.45","89,987,077","40.00","32.80"
"4905","台聯電","45.35","+ 0.05 ","45.80","46.00","45.30","22,000","1,002,650","21","45.35","46.00","50,322,516","49.85","40.85"
"4907","富宇","8.71","0.00 ","8.71","8.71","8.71","5,000","43,550","1","8.61","8.78","118,145,778","9.58","7.84"
"4908","前鼎","17.45","- 0.10 ","17.75","17.75","17.45","114,000","1,995,050","63","17.45","17.55","77,686,657","19.15","15.75"
"4909","新復興","24.05","- 0.05 ","23.85","24.20","23.85","138,000","3,317,900","45","24.05","24.10","93,356,864","26.45","21.65"
"4911","德英","89.20","- 1.30 ","89.50","90.00","89.00","22,000","1,967,800","19","89.10","89.20","55,660,000","98.10","80.30"
"4924","欣厚-KY","8.60","0.00 ","8.74","8.79","8.35","462,000","3,957,840","148","8.55","8.74","37,164,409","9.46","7.74"
"4933","友輝","23.80","- 0.55 ","24.40","24.40","23.75","213,000","5,107,700","138","23.75","23.80","77,331,675","26.15","21.45"
"4939","亞電","8.61","- 0.19 ","8.68","8.70","8.55","283,000","2,441,220","87","8.61","8.65","98,200,868","9.47","7.75"
"4944","兆遠","9.30","- 0.28 ","9.58","9.78","9.30","1,828,000","17,469,130","664","9.30","9.32","211,917,563","10.20","8.37"
"4946","辣椒","31.05","- 0.45 ","31.30","31.40","31.05","93,000","2,901,550","74","31.00","31.10","27,320,796","34.15","27.95"
"4947","昂寶-KY","219.00","- 5.00 ","224.00","224.00","218.50","312,000","68,641,000","277","219.00","220.50","53,913,690","240.50","197.50"
"4950","牧東","17.10","- 0.20 ","17.20","17.35","17.10","8,000","137,550","4","17.00","17.25","47,900,000","18.80","15.40"
"4953","緯軟","21.50","除息 ","22.10","22.10","21.50","88,000","1,922,600","62","21.50","21.75","43,878,322","23.65","19.35"
"4965","商店街","104.50","- 0.50 ","105.00","106.00","104.00","30,000","3,146,500","28","104.50","105.50","21,602,249","114.50","94.10"
"4966","譜瑞-KY","325.00","0.00 ","325.00","326.50","323.50","163,000","52,963,000","144","325.00","325.50","77,299,285","357.50","292.50"
"4971","IET-KY","77.70","- 4.60 ","82.30","82.30","77.50","1,086,000","85,733,300","808","77.70","78.20","36,134,043","85.40","70.00"
"4972","湯石照明","36.50","- 0.20 ","36.50","36.50","36.50","27,000","985,500","17","36.50","36.75","39,039,377","40.15","32.85"
"4973","廣穎","24.80","- 0.05 ","24.95","24.95","24.70","150,000","3,713,150","100","24.70","24.80","64,923,325","27.25","22.35"
"4974","亞泰","32.85","- 0.25 ","33.15","33.15","32.85","61,000","2,012,300","41","32.85","33.00","61,957,664","36.10","29.60"
"4979","華星光","33.95","+ 0.45 ","33.45","34.40","33.40","1,515,000","51,660,800","894","33.95","34.00","74,348,712","37.30","30.60"
"4987","科誠","47.75","- 0.40 ","48.15","48.15","47.70","47,000","2,250,400","33","47.70","47.90","25,200,000","52.50","43.00"
"4991","環宇-KY","72.20","+ 1.00 ","72.50","74.10","72.10","985,000","71,923,400","641","72.20","72.50","73,911,286","79.40","65.00"
"4995","晶達","31.00","- 0.15 ","30.95","31.05","30.95","7,000","216,950","7","30.95","31.00","34,131,100","34.10","27.90"
"5009","榮剛","17.75","- 0.20 ","17.90","17.90","17.75","1,145,000","20,400,550","495","17.75","17.80","466,735,991","19.50","16.00"
"5011","久陽","18.95","- 0.05 ","18.95","18.95","18.95","1,000","18,950","1","18.70","18.95","41,135,869","20.80","17.10"
"5013","強新","29.15","+ 0.05 ","29.20","29.50","28.65","94,000","2,733,100","44","28.65","29.15","111,180,000","32.05","26.25"
"5014","建錩","7.03","- 0.02 ","7.05","7.05","6.96","16,000","111,600","10","6.96","7.03","165,333,054","7.73","6.33"
"5015","華祺","26.00","- 0.25 ","26.30","26.40","25.95","214,000","5,589,400","143","25.95","26.00","60,639,189","28.60","23.40"
"5016","松和","26.20","- 0.10 ","26.20","26.20","26.20","17,000","445,400","4","26.05","26.30","49,622,076","28.80","23.60"
"5102","富強","13.95","- 0.05 ","13.95","13.95","13.80","45,000","623,050","19","13.80","13.95","64,085,067","15.30","12.60"
"5201","凱衛","22.40","- 0.30 ","22.40","23.10","22.20","1,932,000","43,711,550","1,093","22.40","22.45","30,674,600","24.60","20.20"
"5202","力新","16.45","- 0.35 ","16.80","16.95","16.45","35,000","582,300","14","16.45","16.50","59,094,000","18.05","14.85"
"5205","漢康"," ----","--- ","----","----","----","0","0","0","0.00","21.45","17,005,200","21.45","17.55"
"5206","坤悅","9.33","+ 0.07 ","9.33","9.33","9.33","1,000","9,330","1","9.25","9.30","148,500,000","10.25","8.40"
"5209","新鼎","42.50","+ 0.20 ","42.50","42.50","42.05","6,000","254,550","6","42.05","42.55","23,491,500","46.75","38.25"
"5210","寶碩","6.56","- 0.01 ","6.57","6.60","6.49","126,000","823,400","49","6.56","6.57","65,699,779","7.21","5.91"
"5211","蒙恬","22.35","- 0.15 ","22.90","22.90","22.35","86,000","1,932,150","65","22.35","22.40","32,024,727","24.55","20.15"
"5212","凌網","18.15","- 0.15 ","18.00","18.15","17.85","6,000","107,700","6","17.85","18.15","34,633,000","19.95","16.35"
"5213","亞昕","13.25","0.00 ","13.25","13.30","13.15","45,000","595,050","20","13.25","13.30","380,090,374","14.55","11.95"
"5227","立凱-KY","39.35","0.00 ","39.35","39.90","38.80","1,146,000","45,123,800","615","39.35","39.40","164,573,654","43.25","35.45"
"5230","雷笛克光學","39.40","+ 0.15 ","39.30","39.50","39.20","93,000","3,662,850","79","39.35","39.40","49,481,738","43.30","35.50"
"5245","智晶","150.00","- 1.00 ","152.00","152.00","149.50","81,000","12,184,000","57","150.00","150.50","44,326,000","165.00","135.00"
"5251","天鉞電","29.00","- 0.35 ","29.20","29.35","29.00","16,000","466,050","13","29.10","29.40","30,556,677","31.90","26.10"
"5255","美桀","31.00","+ 0.45 ","30.60","31.50","30.50","378,000","11,681,550","240","31.00","31.15","38,075,800","34.10","27.90"
"5263","智崴","213.00","+ 1.00 ","212.00","213.00","211.00","67,000","14,207,500","56","212.50","213.00","44,677,977","234.00","192.00"
"5272","笙科","42.90","+ 0.15 ","43.10","43.80","42.80","437,000","18,883,400","295","42.90","43.00","57,991,118","47.15","38.65"
"5274","信驊","487.00","- 3.50 ","491.50","491.50","475.50","245,000","118,567,000","239","483.00","487.00","31,788,090","535.00","438.50"
"5276","達輝-KY","21.80","- 0.05 ","21.80","21.80","21.80","2,000","43,600","2","21.85","22.00","39,500,000","23.95","19.65"
"5278","尚凡","30.85","- 0.15 ","30.85","30.85","30.85","1,000","30,850","1","30.55","31.45","14,195,500","33.90","27.80"
"5281","大峽谷-KY","26.30","- 0.85 ","27.15","27.15","26.30","116,000","3,080,650","76","26.30","26.50","37,010,000","28.90","23.70"
"5284","jpp-KY","65.30","- 0.10 ","65.30","65.40","64.50","69,000","4,474,200","41","65.30","65.40","38,451,819","71.80","58.80"
"5287","數字","217.00","- 1.50 ","218.50","218.50","216.50","33,000","7,171,000","32","216.50","218.50","42,263,000","238.50","195.50"
"5289","宜鼎","88.30","- 3.70 ","90.50","90.50","88.30","1,426,000","126,800,200","1,059","88.30","88.50","65,725,980","97.10","79.50"
"5291","邑昇","14.40","- 0.10 ","14.40","14.40","14.30","25,000","359,700","9","14.20","14.30","33,472,308","15.80","13.00"
"5301","寶得利","28.85","- 0.45 ","29.00","29.00","28.00","404,000","11,645,050","77","28.45","28.85","117,975,000","31.70","26.00"
"5302","太欣","5.34","- 0.02 ","5.30","5.37","5.27","83,000","440,210","30","5.32","5.34","162,377,000","5.87","4.81"
"5304","鼎創達","2.27","- 0.03 ","2.27","2.27","2.27","1,000","2,270","1","2.27","2.28","185,962,436","2.49","2.05"
"5306","桂盟","117.50","+ 0.50 ","118.00","118.00","116.00","214,000","25,051,000","176","116.50","117.50","120,000,000","129.00","106.00"
"5309","系統電","12.30","- 0.55 ","12.85","12.85","12.20","4,172,000","51,764,450","1,397","12.30","12.35","213,638,104","13.50","11.10"
"5310","天剛","22.80","0.00 ","22.80","22.80","22.65","16,000","363,450","8","22.70","22.80","49,601,237","25.05","20.55"
"5312","寶島科","74.30","- 0.20 ","74.30","74.30","74.30","20,000","1,486,000","17","74.30","74.70","60,059,898","81.70","66.90"
"5314","世紀","5.48","- 0.30 ","5.56","5.68","5.46","150,000","828,920","80","5.48","5.60","60,000,000","6.02","4.94"
"5315","光聯","26.65","- 0.90 ","27.55","27.60","26.50","2,606,000","70,327,200","1,237","26.65","26.70","106,351,832","29.30","24.00"
"5317","凱美","17.75","- 0.25 ","17.80","17.80","17.75","52,000","925,250","27","17.75","17.80","134,615,405","19.50","16.00"
"5321","友銓","37.70","- 0.30 ","38.40","41.60","37.70","37,000","1,496,800","27","37.70","38.00","28,800,000","41.45","33.95"
"5324","士開","11.60","+ 0.05 ","11.55","11.65","11.45","29,000","335,750","16","11.50","11.65","106,379,090","12.75","10.45"
"5328","華容","6.66","- 0.04 ","6.67","6.77","6.62","89,000","592,530","34","6.65","6.70","178,310,724","7.32","6.00"
