上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:105/10/07
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"6548","長華科","249.50","+ 7.50 ","245.00","262.00","245.00","581,000","147,422,000","514","249.00","250.00","24,505,605","274.00","225.00"
"6603","富強鑫","10.80","- 0.15 ","10.85","10.90","10.80","38,000","412,650","17","10.80","10.85","123,011,316","11.85","9.72"
"6609","瀧澤科","24.05","- 0.40 ","24.45","24.85","24.00","68,000","1,641,500","56","24.05","24.20","71,035,535","26.45","21.65"
"6803","崑鼎","178.50","+ 0.50 ","177.50","179.00","177.50","36,000","6,422,500","33","177.50","179.00","66,419,898","196.00","161.00"
"7402","邑錡","68.60","- 1.40 ","69.00","69.20","68.30","17,000","1,165,900","16","68.60","69.70","18,746,371","75.40","61.80"
"8024","佑華","11.70","- 0.05 ","11.80","11.80","11.65","32,000","375,600","13","11.65","11.70","46,013,100","12.85","10.55"
"8027","鈦昇","17.75","- 0.20 ","18.15","18.15","17.75","94,000","1,689,300","46","17.75","17.90","54,076,637","19.50","16.00"
"8032","光菱","25.25","+ 0.25 ","25.70","25.70","25.15","33,000","837,850","25","25.20","25.25","51,810,300","27.75","22.75"
"8034","榮群","6.78","+ 0.04 ","6.85","7.04","6.74","51,000","352,670","26","6.73","6.79","62,873,725","7.45","6.11"
"8038","長園科","57.70","- 1.00 ","58.80","59.00","57.60","132,000","7,684,200","109","57.70","58.00","56,545,540","63.40","52.00"
"8040","九暘","8.04","- 0.06 ","8.10","8.10","8.01","47,000","377,490","24","8.04","8.05","82,725,258","8.84","7.24"
"8042","金山電","53.90","- 0.70 ","54.70","54.80","53.90","678,000","36,819,800","456","53.90","54.00","104,140,301","59.20","48.55"
"8043","蜜望實","17.05","- 0.10 ","17.20","17.25","17.05","78,000","1,338,400","51","17.00","17.05","79,907,170","18.75","15.35"
"8044","網家","377.00","- 4.50 ","380.00","383.50","375.00","325,000","122,746,000","307","376.50","378.00","110,316,078","414.50","339.50"
"8047","星雲","10.20","+ 0.10 ","10.20","10.20","10.20","7,000","71,400","1","10.10","10.20","41,473,843","11.20","9.18"
"8048","德勝","28.70","- 0.10 ","29.25","29.25","28.70","92,000","2,660,900","54","28.65","28.80","53,264,938","31.55","25.85"
"8049","晶采","13.95","- 0.05 ","13.90","13.95","13.85","216,000","3,002,850","115","13.90","13.95","117,864,308","15.30","12.60"
"8050","廣積","71.50","- 0.40 ","71.70","72.40","71.40","847,000","60,698,700","651","71.50","71.70","118,631,199","78.60","64.40"
"8054","安國","19.95","0.00 ","20.00","20.00","19.75","103,000","2,048,200","56","19.95","20.00","76,607,228","21.90","18.00"
"8059","凱碩","11.40","- 0.10 ","11.30","11.40","11.10","228,000","2,566,950","82","11.15","11.40","91,118,000","12.50","10.30"
"8064","東捷","16.45","- 0.40 ","17.00","17.20","16.40","4,119,000","69,328,550","1,518","16.45","16.50","164,013,836","18.05","14.85"
"8066","來思達","85.50","+ 0.50 ","85.00","85.70","84.30","12,000","1,018,300","11","85.00","85.50","25,126,920","94.00","77.00"
"8067","志旭"," ----","--- ","----","----","----","0","0","0","4.67","4.82","44,755,439","5.29","4.33"
"8068","全達","23.50","+ 0.65 ","23.50","23.50","23.50","1,000","23,500","1","22.00","23.30","30,660,000","25.85","21.15"
"8069","元太","24.25","- 0.55 ","24.85","25.20","24.25","10,071,000","248,586,100","3,738","24.25","24.30","1,140,467,715","26.65","21.85"
"8071","能率豐","11.75","- 0.15 ","12.00","12.00","11.70","105,000","1,236,600","28","11.75","11.80","51,854,283","12.90","10.60"
"8074","鉅橡","30.55","- 0.80 ","31.50","31.55","30.55","739,000","22,839,400","430","30.55","30.65","72,212,200","33.60","27.50"
"8076","伍豐","73.40","+ 0.10 ","73.80","73.80","73.00","1,001,000","73,361,400","701","73.40","73.50","247,436,922","80.70","66.10"
"8077","洛碁","28.00","+ 0.55 ","27.30","28.00","27.20","8,000","222,500","8","27.15","28.00","50,294,888","30.80","25.20"
"8080","奧斯特","13.60","- 0.10 ","13.80","14.20","13.60","410,000","5,656,050","226","13.60","13.65","63,991,604","14.95","12.25"
"8083","瑞穎","159.00","- 1.00 ","160.00","160.00","159.00","51,000","8,119,500","36","159.00","159.50","35,133,193","174.50","143.50"
"8084","巨虹","32.10","0.00 ","32.20","32.40","32.10","36,000","1,158,900","24","32.10","32.20","53,936,544","35.30","28.90"
"8085","福華","4.67","- 0.01 ","4.78","4.87","4.66","590,000","2,800,660","170","4.67","4.70","157,257,242","5.13","4.21"
"8086","宏捷科","49.70","- 0.80 ","50.80","50.80","49.70","2,328,000","116,567,800","1,371","49.65","49.70","142,662,123","54.60","44.75"
"8087","華鎂鑫","7.74","- 0.01 ","7.65","7.74","7.61","11,000","84,060","4","7.61","7.74","29,868,965","8.51","6.97"
"8088","品安","26.30","+ 0.10 ","26.45","26.70","26.15","1,640,000","43,285,650","688","26.25","26.35","57,859,468","28.90","23.70"
"8091","翔名","62.70","+ 1.70 ","61.00","63.20","60.90","356,000","22,098,000","245","62.70","62.80","60,680,163","68.90","56.50"
"8092","建暐","8.26","- 0.02 ","8.40","8.40","8.26","26,000","215,300","9","8.26","8.28","38,850,616","9.08","7.44"
"8093","保銳","6.78","+ 0.04 ","6.74","6.78","6.50","76,000","506,550","20","6.59","6.78","64,208,493","7.45","6.11"
"8096","擎亞","16.75","- 0.15 ","17.00","17.05","16.75","418,000","7,042,150","224","16.75","16.80","139,623,950","18.40","15.10"
"8097","常珵","12.40","+ 0.10 ","12.30","12.55","12.30","20,000","247,000","9","12.30","12.45","26,674,306","13.60","11.20"
"8099","大世科","17.40","- 0.15 ","17.50","17.55","17.40","6,000","104,850","5","17.35","17.40","67,200,000","19.10","15.70"
"8107","大億科","24.40","- 0.30 ","24.60","24.60","24.35","126,000","3,077,200","54","24.40","24.55","99,335,000","26.80","22.00"
"8109","博大","65.20","- 0.60 ","65.50","65.50","65.00","98,000","6,390,200","74","65.20","65.40","60,044,135","71.70","58.70"
"8111","立碁","5.00","- 0.02 ","5.02","5.02","4.92","67,000","333,930","37","5.00","5.02","117,102,223","5.50","4.50"
"8121","越峰","13.70","+ 0.05 ","14.00","14.30","13.70","2,624,000","36,866,600","1,101","13.70","13.80","182,422,743","15.05","12.35"
"8147","正淩","37.85","+ 0.85 ","37.00","38.00","37.00","68,000","2,540,050","44","37.50","37.90","24,856,570","41.60","34.10"
"8155","博智","30.10","- 0.90 ","31.00","31.00","30.10","85,000","2,589,600","47","30.10","30.75","49,756,000","33.10","27.10"
"8171","天宇","10.40","- 0.50 ","10.85","10.85","10.40","178,000","1,877,200","58","10.35","10.40","52,240,230","11.40","9.36"
"8176","智捷","8.33","+ 0.04 ","8.13","8.33","8.13","72,000","593,500","36","8.23","8.33","79,100,000","9.16","7.50"
"8182","加高","14.40","- 0.45 ","15.00","15.00","14.40","244,000","3,557,150","107","14.40","14.50","107,041,215","15.80","13.00"
"8183","精星","10.90","+ 0.05 ","11.05","11.15","10.80","585,000","6,428,950","171","10.90","10.95","116,091,068","11.95","9.81"
"8234","新漢","36.25","- 0.95 ","37.60","37.60","36.20","1,169,000","42,750,300","624","36.25","36.30","140,704,472","39.85","32.65"
"8240","華宏","20.90","- 0.90 ","21.90","22.20","20.80","400,000","8,497,450","209","20.90","21.00","100,004,414","22.95","18.85"
"8255","朋程","113.50","0.00 ","114.00","114.00","112.50","141,000","15,951,500","109","113.00","113.50","74,865,000","124.50","102.50"
"8266","中日新","21.10","0.00 ","21.10","21.10","21.10","35,000","738,500","7","21.10","21.15","100,393,250","23.20","19.00"
"8277","商丞","12.55","- 0.35 ","12.90","13.10","12.55","646,000","8,233,600","284","12.55","12.75","91,628,833","13.80","11.30"
"8279","生展","141.50","+ 12.50 ","131.00","141.50","129.50","1,647,000","228,126,000","1,278","141.50","0.00","21,000,774","155.50","127.50"
"8287","英格爾","17.95","+ 0.15 ","17.85","18.00","17.85","275,000","4,937,300","122","17.90","17.95","140,020,527","19.70","16.20"
"8289","泰藝","11.25","0.00 ","11.30","11.35","11.25","268,000","3,016,550","131","11.25","11.30","77,534,405","12.35","10.15"
"8291","尚茂","5.60","+ 0.20 ","5.50","5.60","5.50","317,000","1,758,500","20","5.50","5.70","76,024,000","6.16","5.04"
"8299","群聯","245.00","+ 2.00 ","244.50","245.00","243.00","1,423,000","347,656,500","1,080","244.50","245.00","197,373,993","269.50","220.50"
"8349","恒耀","75.50","0.00 ","75.00","75.50","74.00","46,000","3,464,400","25","73.80","75.50","91,026,426","83.00","68.00"
"8354","冠好","18.00","+ 0.55 ","17.60","18.20","17.60","365,000","6,544,650","167","17.95","18.00","63,743,720","19.80","16.20"
"8358","金居","27.70","- 0.50 ","28.90","28.90","27.50","546,000","15,290,400","299","27.70","27.75","210,588,000","30.45","24.95"
"8383","千附","53.60","- 0.40 ","54.30","54.40","53.30","1,221,000","65,767,300","758","53.40","53.60","118,192,482","58.90","48.25"
"8390","金益鼎","14.40","- 0.10 ","14.35","14.40","14.20","127,000","1,809,750","86","14.40","14.45","94,967,987","15.80","13.00"
"8401","白紗科","11.05","- 0.05 ","11.20","11.20","11.05","36,000","402,300","19","11.05","11.10","60,111,680","12.15","9.95"
"8403","盛弘","35.15","- 0.05 ","35.45","35.45","35.15","127,000","4,485,650","78","35.15","35.30","75,584,207","38.65","31.65"
"8406","金可-KY","313.50","+ 0.50 ","313.00","314.50","313.00","94,000","29,495,000","93","313.00","313.50","92,697,472","344.50","282.50"
"8409","商之器","24.40","+ 0.10 ","24.40","24.40","24.15","10,000","242,550","9","24.30","24.50","28,000,000","26.80","22.00"
"8410","森田","29.80","- 0.50 ","30.80","30.80","29.80","425,000","12,829,000","263","29.80","30.00","36,589,200","32.75","26.85"
"8415","大國鋼","16.50","- 0.25 ","16.70","17.20","16.50","146,000","2,436,550","56","16.10","16.50","611,500,000","18.15","14.85"
"8416","實威","97.90","- 0.70 ","98.80","98.80","97.90","17,000","1,672,000","17","96.60","98.40","25,646,100","107.50","88.20"
"8418","捷必勝-KY","11.65","0.00 ","11.60","11.65","11.60","5,000","58,200","4","11.55","11.65","67,995,000","12.80","10.50"
"8420","明揚","22.00","- 0.20 ","22.10","22.15","22.00","46,000","1,015,300","28","22.00","22.15","50,990,000","24.20","19.80"
"8421","旭源","21.80","+ 0.30 ","21.70","21.90","21.60","155,000","3,363,000","91","21.80","21.85","46,010,769","23.95","19.65"
"8423","保綠-KY"," ----","--- ","----","----","----","0","0","0","17.15","17.95","19,439,000","19.65","16.15"
"8424","惠普","35.20","+ 0.20 ","35.30","35.45","34.90","9,000","316,850","7","34.80","35.20","36,054,368","38.70","31.70"
"8426","紅木-KY","50.20","- 1.70 ","51.80","51.80","50.10","126,000","6,377,400","87","50.20","50.60","48,300,000","55.20","45.20"
"8431","匯鑽科","78.40","- 1.60 ","80.00","80.00","78.10","422,000","33,250,300","286","78.40","78.50","44,752,597","86.20","70.60"
"8432","東生華","83.70","- 0.80 ","85.40","85.40","83.50","100,000","8,439,700","95","83.60","83.70","38,398,140","92.00","75.40"
"8433","弘帆","172.00","+ 2.00 ","169.50","175.00","169.50","334,000","57,565,000","297","171.50","172.00","52,577,600","189.00","155.00"
"8435","鉅邁","42.30","- 0.50 ","42.95","42.95","42.30","18,000","762,600","15","42.30","42.75","31,700,450","46.50","38.10"
"8436","大江","181.00","+ 1.00 ","179.00","184.00","178.50","786,000","142,530,500","674","180.50","181.00","75,380,994","199.00","163.00"
"8437","大地-KY","195.50","- 4.00 ","198.50","198.50","194.00","126,000","24,659,000","112","195.00","196.00","32,489,379","215.00","176.00"
"8444","綠河-KY","171.50","- 3.00 ","174.50","178.50","171.00","118,000","20,583,500","111","171.50","173.00","74,030,000","188.50","154.50"
"8446","華研","119.00","- 2.00 ","121.50","121.50","118.00","141,000","16,798,000","129","119.00","119.50","42,777,000","130.50","107.50"
"8450","霹靂","102.00","+ 2.00 ","102.50","104.00","99.80","820,000","83,861,800","623","102.00","102.50","47,829,882","112.00","91.80"
"8455","大拓-KY","35.55","0.00 ","35.50","35.55","35.35","13,000","460,550","10","35.35","35.60","25,219,056","39.10","32.00"
"8462","柏文","101.50","- 5.00 ","105.50","106.50","101.00","210,000","21,524,500","168","101.50","102.00","39,231,500","111.50","91.40"
"8472","夠麻吉","56.70","+ 0.10 ","57.10","57.10","56.40","35,000","1,990,700","28","56.60","56.70","20,311,800","62.30","51.10"
"8905","裕國","13.70","0.00 ","13.70","13.70","13.55","25,000","341,150","16","13.60","13.70","119,440,000","15.05","12.35"
"8906","花王","5.76","0.00 ","5.77","5.77","5.76","3,000","17,290","3","5.70","5.89","51,321,600","6.33","5.19"
"8908","欣雄"," ----","--- ","----","----","----","0","0","0","29.10","29.40","144,718,960","32.30","26.50"
"8916","光隆","46.25","+ 0.15 ","46.40","46.95","46.10","618,000","28,665,550","383","46.25","46.40","108,048,500","50.80","41.65"
"8917","欣泰"," ----","--- ","----","----","----","0","0","0","48.80","49.00","122,203,200","53.90","44.10"
"8921","沈氏","16.50","- 0.40 ","16.50","16.55","16.50","4,000","66,050","4","16.10","16.85","46,592,159","18.15","14.85"
"8923","時報"," ----","--- ","----","----","----","0","0","0","16.35","17.00","30,375,800","18.35","15.05"
"8924","大田","14.70","- 0.10 ","14.80","14.90","14.30","66,000","957,850","42","14.65","14.70","121,263,282","16.15","13.25"
"8927","北基","9.75","+ 0.13 ","9.66","9.99","9.66","239,000","2,348,160","76","9.76","9.88","191,833,166","10.70","8.78"
"8928","鉅明","30.85","- 0.55 ","31.60","31.60","30.60","99,000","3,080,300","65","30.85","31.30","50,854,015","33.90","27.80"
"8929","富堡","23.35","- 0.25 ","23.70","23.75","23.35","31,000","731,750","24","23.35","23.70","36,812,318","25.65","21.05"
"8930","青鋼","10.65","- 0.10 ","10.60","10.65","10.45","88,000","924,450","27","10.50","10.65","70,013,226","11.70","9.59"
"8931","大汽電","19.05","+ 0.05 ","19.00","19.10","18.90","21,000","398,800","14","18.95","19.05","116,433,202","20.95","17.15"
"8932","宏大","9.20","- 0.02 ","9.20","9.20","9.20","7,000","64,400","3","9.15","9.36","48,800,000","10.10","8.28"
"8933","愛地雅","11.45","- 0.10 ","11.55","11.55","11.45","109,000","1,249,700","48","11.45","11.50","148,376,732","12.55","10.35"
"8934","衡平","27.40","+ 2.25 ","25.65","27.50","25.65","5,000","132,600","5","25.85","27.50","8,510,511","30.10","24.70"
"8935","邦泰","6.96","- 0.12 ","7.00","7.00","6.95","22,000","153,420","9","6.95","6.99","120,306,391","7.65","6.27"
"8936","國統","20.60","- 0.25 ","20.85","20.90","20.60","598,000","12,402,400","292","20.60","20.75","225,836,608","22.65","18.55"
"8937","合騏","11.05","- 0.20 ","11.20","11.20","10.80","369,000","4,060,450","98","11.00","11.05","72,478,800","12.15","9.95"
"8938","明安","21.00","+ 0.15 ","20.90","21.00","20.85","46,000","964,050","22","21.00","21.05","133,375,722","23.10","18.90"
"8941","關中","69.30","+ 0.20 ","69.00","69.80","67.20","70,000","4,834,200","15","66.70","69.50","23,632,403","76.20","62.40"
"8942","森鉅","86.50","- 0.50 ","87.50","87.50","86.40","535,000","46,385,500","297","86.40","86.60","155,494,534","95.10","77.90"
"9949","琉園","13.60","0.00 ","13.55","13.60","13.50","23,000","310,850","10","13.55","13.65","47,033,360","14.95","12.25"
"9950","萬國通","17.45","- 0.20 ","17.65","17.65","17.45","21,000","368,300","7","17.40","17.50","68,311,950","19.15","15.75"
"9951","皇田","204.00","- 0.50 ","205.00","205.00","199.50","370,000","74,860,500","319","204.00","204.50","74,900,000","224.00","184.00"
"9960","邁達康","29.70","- 0.20 ","29.60","29.90","29.60","22,000","654,300","15","29.65","30.00","33,592,500","32.65","26.75"
"9962","有益","9.38","0.00 ","9.38","9.40","9.38","80,000","750,940","21","9.38","9.40","90,220,260","10.30","8.45"
共721筆
